user_id,duration,task_id,task_reference,source,materials,instructions,solution,criteria,images_required,cooperation_requirements,decision_verifiability,difficulty,goal_clarity,goal_path_multiplicity,intellectual_manipulative_requirements,intrinsic_interest,operational_requirements,population_familiarity,solution_multiplicity,cooperation_requirements_q,decision_verifiability_q,difficulty_q,goal_clarity_q,goal_path_multiplicity_q,intellectual_manipulative_requirements_q,intrinsic_interest_q,operational_requirements_q,population_familiarity_q,solution_multiplicity_q
R_1P8cMmtfoAe0IMQ,5688,43,"Shaw 1963, p. 69",(old parlor game),"Six black cardboard disks numbered from 1 through 6, and 6 white disks numbered from 7 through 12.  A ring, about 3 inches wide, drawn on a work table (or a portable board) and divided into 13 sections, or compartments.  Disks are placed in compartments in numerical order with an empty compartment between disks No. 6 and 7.","""The white disks may be moved in one direction and the black disks in the opposite direction.  They may be moved in any order, one step at a time, or by jumping over one of the opposite color to an empty space beyond.  In as few moves as possible, change disks so that the white disks are where the black disks originally were, and vice versa.  The only restrictions are that Disk no. 1 must be where Disk no. 21 was originally, and vice versa.
Your task, working as a group, is to determine how many moves are necessary to complete the transfer.""","Minimum number of moves is 118.  (If white disks move clockwise and black disks counterclockwise, the moves are:
6, 7, 8, 5, 4, 7, 8, 9, 10, 6, 5, 4, 3, 2, 7, 8, 9, 10, 11, (6, 5, 4, 3, 2, 1), 6, 5, 4, 2, 2, 12, (7, 8, 9, 10, 11, 12), 7, 8, 9, 10, 11, 1, 6, 5, 4, 3, 2, 12, 7, 8, 9, 10, 11, 6, 5, 4, 3, 2, 8, 9, 10, 11, 4, 3, 2, 10, 11, 2.  Numbers in parentheses are repeated five times.)",Number of moves;  time.,FALSE,2.5,6.42,5.36,3.21,3.5,3.78,2.61,3.64,1.95,2.36,2.51,2.81,3.1,3.4,3.76,2.35,2.46,1.73,2.08,3.33
R_1P8cMmtfoAe0IMQ,5688,44,"Shaw 1963, p. 70",(old parlor game),"A ""checkerboard"" marked off so that there are 64 squares, eight on each side.  Eight tokens placed on the board as shown below:","""Considering only the diagonals you will notice that no two tokens are anywhere in a line.  Your task, as a group, is to move three of the tokens from their present position to a square that is now unoccupied, so that in their new relative positions still no two tokens shall be in a line.""",image only,Time;  number of correct moves.,TRUE,1.86,7.3,3.42,5.69,2.36,3.07,3.08,1.96,2.35,1.44,2.87,1.18,2.86,2.66,3.09,2.88,3.33,2.53,2.38,2.06
R_1P8cMmtfoAe0IMQ,5688,46,"Shaw 1963, p. 72",(old parlor game),"Sixteen cards numbered from 0 to 15.  Arrange cards as shown below:
1     2     3     4
5    6     7     8
9    10    11     12
13   14    15    16","""You are to work on this task as a group.  In as few moves as possible, rearrange the cards so that the four rows, the four columns, and the two main diagonals each add up to 30.""","0     14     13     3*
11      5*    6*    8
7      9*    10*   4
12     2       1     15*
Minimum # moves is 10.  The numbers with asterisks are not moved, although they do not occupy exactly the same position as before relative to other positions in the square. 
Note:  There are other solutions, but all require more than 10 moves.",Number of moves;  time.,FALSE,2.19,6.94,4.72,6.05,3.75,4.06,2.65,3.18,2.44,2.64,3.06,1.87,3.31,2.86,3.01,2.59,3.07,2.04,2.85,3.12
R_1P8cMmtfoAe0IMQ,5688,57,"Shaw 1963, p. 81",F.  E.  Fiedler & W.  Meuwese  (personal communication from J. E. McGrath),Paper and pencils.  A copy of the following problem statement and instructions for each S.,"     ""A nation-wide program has been instituted to alert the public to our defense problems.  The DOTC has been assigned the task of helping elementary school children understand our current national defense problems.
     Your committee has been instructed to compose a fable or story for 8 to 10 year-old children which clearly shows the need for a large army in peace time.  The fable or story must be clear to those young children, and as interesting and original as possible.  Your main point should be that a trained land army is the most important element in the protection of a country even when it is not engaged in a major war, even when it must also protect its coast line.
     Write down the complete fable or story, including an appropriate title.  Remember that the story will be used with elementary school children.
     You will have 25 minutes to complete your story.""",Variable.,Judged quality of the completed story.,NA,4.27,0.74,5.28,4.44,7.23,7.09,4.94,5.61,4.61,7.39,2.59,1.76,3.48,3.93,1.82,2.42,3.29,3.08,3.48,0.62
R_1P8cMmtfoAe0IMQ,5688,69,"Shaw 1963, p. 94","Festinger & Hutte, 1954.","A copy of the following statement of the problem for each group member:
     ""Henry, the son of a physician, has a friend, Jim, who is under the care of Henry's father.  Henry knows that Jim is incurably ill.  Both are in love with a girl, Ellen.  Jim doesn't know what kind of disease he has;  neither does Ellen know that he is incurably ill.  One night Henry calls on Ellen just after he has decided to give up his studies and accept a job in California.  He intends to ask her that night to marry him and go with him to California.  Henry knows that for many years Ellen has wanted to go to live there.  Before he gets a chance to tell her, however, Ellen announces her engagement to Jim.
     What should Henry say and do?""","""Your task is to give advice regarding the interpersonal problem you have been given.  After reading the problem, you will be given an opportunity to discuss possible decisions.  Try to find a solution that is acceptable to all, but if you cannot agree, a minority report will be accepted.  When you have agreed upon a solution, or have agreed that you cannot reach a unanimous decision, the discussion will be terminated.  At that time, please write your decision on the card provided and hand it to me.  If a minority report is submitted, please indicate who supported each proposition.""",Variable,Time to reach a decision;  number of members agreeing with majority decision;  judged quality of decision.,FALSE,3.45,0.91,4.36,4.44,7.23,7.3,7.02,4.95,5.58,7.26,2.79,1.8,3.89,4.38,1.64,1,3.14,3.25,3.34,1.28
R_1P8cMmtfoAe0IMQ,5688,73,"Shaw 1963, p. 97","French, 1941.","Ball and spiral apparatus.  This consists of a spiral track 3 1/2 inches wide ascending from a circular base 4 inches in diameter to a center hole in the top about 24 inches above the base.  There are 3 3/4 rotations of the track, the outside of which is open so that a rubber ball can roll off freely.  Five handles are mounted on the base, spaced at equal intervals.  A rubber ball is placed at the bottom of the track at the beginning of each trial.","""This is a test of group cooperation in a manual dexterity task.  By appropriate manipulation, it is possible to make this rubber ball roll to the top of the track and enter the hole in the top.  Each person will grasp one of the handles with his right hand.  Then, working as a team, try to cause the ball to roll to the top of the track without falling off.  Each time the ball falls off, I will replace it at the bottom of the track and a new trial begins.  You will have ten trials to try  nd move the ball tot he top.  Are there any questions?""",Moving the ball as far up the track as possible on each trial.,Mean height of ball per trial before falling off track;  mean time per trial that ball is kept on track.,FALSE,7.28,6.17,2.77,6.04,3.07,0.66,5.36,2.28,2.56,3.61,1.12,3.24,3.54,2.91,3.4,0.66,3.6,3.08,2.83,3.55
R_1prF8UKyuZloxkB,2220,9,"Shaw 1963, p. 37",(old parlor game),"Paper and pencils. Copy of the following problem statement:
""Two men, John and Paul·, were traveling across the desert. When they stopped for lunch, John produced five loaves of bread and Paul three. Just then a stranger, whom we shall call George, appeared and asked if he could join them for lunch. John and Paul agreed. When the meal was finished, all the loaves had been eaten. George laid down eight dimes and said, 'I will' 1e·ave it to you t¢ decide how the· money shall be divided between you.' How should the money be divided? (Assume that all three men to have· eaten equal shares of the bread.)""","""Discuss the problem you have been given and arrive at a group decision about how the money shall be divided.''","John should get 70￠ (7 dimes) and Paul 10￠ (1 dime). (As each ate an equal share it should be divided equally; thus each ate 8/3 of a loaf. John provided 15/3 and ate 8/3; he must have contributed 7/3 to George's meal. Paul provided 9/3, ate 8/3, and contributed 1/3 to George's meal. Since they contributed to George's meal in the proportions of 7 to 1, they money should be divided likewise.)",Time; pass/fail.,FALSE,1.86,7.34,4.23,6.14,1.88,7.09,3.44,3.17,5.17,0.57,2.36,0.66,2.86,3.33,2.41,1.96,2.14,1.96,2.4,0.56
R_1prF8UKyuZloxkB,2220,11,"Shaw 1963, p. 38",(old parlor game),"Paper and pencils. Copy of the following statement:
""A certain golf course had nine holes, 300, 250, 200, 325, 275, 350 225, 375, and 400 yards apart, in that order. Assume that a m;n could always strike the ball in a perfectly straight line and send it exactly one of two distances so that it would either go towards the hole, drop into it, or pass over it. What would the two distances be that would carry him around the whole course in the least number of strokes?""","""Working as a group, determine which two distances will carry the golfer around the course in the fewest number of strokes. Using these two distances, compute the number of strokes that will be required.""","100 yards and 125 yards, requiring 26 strokes. (Good distances are 125 and 75, requiring 28 strokes.)",Number of strokes; time.,FALSE,1.83,7.02,4.23,4.72,2.78,6.86,3.34,3.35,3.94,1.54,2.07,2.66,2.77,2.45,1.86,2.02,2.05,2.1,3.01,1.8
R_1prF8UKyuZloxkB,2220,16,"Shaw 1963, p. 43","Maier & Solem, 1952 (Cf. Hoffman & Maier, 1961)","Statement of problem: 
""A man bought a horse for $60 and sold it for $70. Then he bought it back for $80 and sold it for $90. How much money did he make in the horse business?""","""You will be given 8 minutes to discuss this problem. After the group discussion, each person will please write the answer that he believes to be correct on the paper provided and hand it to me."" ","$20 (Incorrect answers that seem plausible range from -$10 to +$30, with +$10 being the most frequent, as reported by Maier & Solem.)",Percent correct answers,FALSE,1.04,7.26,1.83,7.12,1.54,7.18,3.28,1.68,6.5,0.63,1.6,2.4,3.67,2.94,2.1,1.86,3.04,2.57,2.19,0.62
R_1prF8UKyuZloxkB,2220,31,"Shaw 1963, p. 56","Formulated by W. T. Penrod, Jr., especially for this project.","Paper and pencils. One copy of the following problem statement for each group member:
""A moving van is scheduled to leave city A with items to be delivered at Cities B, C, D, & E. There are several routes that might be followed but the driver wants to pick the shortest one. Of course, he does not want to travel the same road twice, so he
Plans to visit each city once and only once. What is the shortest route?""
One copy of each of the following items: (Items are randomly distributed among group members.)
The distance from A to B is 200 miles. (direct route)
The distance from A to C is 50 miles. ""
The distance from A to D is 200 miles. ""
The distance from B to C is 150 miles. ""
The distance from B to E is 100 miles. ""
The distance from C to D is 200 miles. ""
The distance from D to E is 50 miles. ""
There is no direct route between A and E, Band D, or C and E.","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed to solve it. You must, therefore, communicate with each
other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information that you have been given, The object is for every member in the group to learn the answer in the shortest possible time, When you have an answer that you are willing to accept - either your own Solution or someone else's - raise your hand and I will collect
your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?''",ACBED (350 miles),Average of individual time scores; errors (number of incorrect solutions submitted).,FALSE,6.3,7.34,4.32,4.7,3.5,6.42,3.12,4.12,4.83,0.58,1.9,0.66,2.12,3.39,2.76,2.36,2.73,2.52,2.46,0.6
